elbow_collarbone_magnitude,elbow_paw_magnitude,hip_iliac_crest_magnitude,hip_knee_magnitude,knee_hip_magnitude,knee_ankle_magnitude,ankle_knee_magnitude,ankle_mtp_magnitude
91.0,96.4,72.4,49.6,49.6,74.0,74.0,42.3
94.2,96.5,68.0,60.7,60.7,83.0,83.0,38.3
95.1,95.1,66.0,64.4,64.4,91.3,91.3,37.5
93.1,98.4,70.7,73.1,73.1,96.9,96.9,43.4
92.1,101.0,68.6,67.3,67.3,100.8,100.8,51.6
87.2,157.6,62.0,69.6,69.6,102.8,102.8,43.9
88.4,79.0,68.6,65.8,65.8,85.3,85.3,52.1
82.0,115.1,79.9,56.7,56.7,84.3,84.3,52.8
86.7,103.1,81.4,56.2,56.2,83.2,83.2,52.3
88.3,99.8,62.9,68.8,68.8,84.4,84.4,47.2
87.4,97.3,68.7,63.2,63.2,86.0,86.0,45.3
92.9,89.6,68.4,63.8,63.8,85.5,85.5,42.2
93.0,92.4,67.2,63.8,63.8,84.4,84.4,40.0
95.8,90.4,68.2,59.4,59.4,88.2,88.2,40.5
89.9,99.4,68.4,62.3,62.3,87.6,87.6,39.5
87.6,99.7,67.7,64.7,64.7,85.3,85.3,40.3
87.2,93.6,65.5,65.6,65.6,85.6,85.6,43.0
88.5,109.7,65.1,68.0,68.0,85.0,85.0,40.3
93.5,114.1,66.8,65.5,65.5,83.1,83.1,44.4
102.2,64.1,67.8,64.9,64.9,82.3,82.3,44.9
101.3,127.9,67.0,65.3,65.3,84.4,84.4,43.2
98.7,126.1,68.6,64.8,64.8,84.8,84.8,41.3
95.9,139.3,64.0,66.0,66.0,89.2,89.2,39.6
105.0,126.0,68.8,60.0,60.0,87.8,87.8,41.0
107.0,117.7,71.3,56.4,56.4,82.6,82.6,40.3
101.8,113.8,71.8,54.0,54.0,82.1,82.1,39.8
104.4,104.9,72.8,53.7,53.7,79.9,79.9,39.7
105.2,100.6,71.9,60.6,60.6,69.6,69.6,42.5
105.4,94.2,71.7,60.4,60.4,70.3,70.3,42.6
101.4,96.2,78.1,49.4,49.4,83.7,83.7,42.3
102.1,94.5,76.7,51.4,51.4,85.9,85.9,42.0
97.4,93.1,67.1,61.1,61.1,83.8,83.8,42.8
95.9,90.7,70.8,58.2,58.2,81.4,81.4,43.8
96.0,89.3,70.1,57.9,57.9,81.8,81.8,44.3
95.7,91.1,70.5,59.4,59.4,80.5,80.5,44.8
97.1,95.4,71.1,59.5,59.5,78.6,78.6,43.6
98.1,100.6,70.6,59.5,59.5,78.1,78.1,43.5
99.5,102.4,69.7,60.0,60.0,77.0,77.0,43.9
99.9,104.5,69.7,58.5,58.5,81.9,81.9,44.8
104.2,102.7,69.3,59.4,59.4,82.1,82.1,44.1
101.6,87.2,68.9,60.0,60.0,83.8,83.8,43.1
95.7,69.7,69.9,60.8,60.8,84.8,84.8,42.9
96.0,77.8,69.5,59.6,59.6,83.6,83.6,43.2
97.7,70.8,69.2,63.0,63.0,82.9,82.9,43.1
98.2,95.9,68.7,62.1,62.1,81.2,81.2,43.4
101.8,113.4,68.4,59.1,59.1,80.2,80.2,44.5
103.9,123.6,68.0,57.5,57.5,80.4,80.4,44.9
100.9,136.6,67.0,59.8,59.8,76.2,76.2,44.5
101.3,143.7,67.4,59.0,59.0,75.7,75.7,44.7
109.7,130.5,68.1,57.0,57.0,76.3,76.3,45.7
111.5,123.1,69.5,57.6,57.6,77.3,77.3,46.4
111.5,121.8,70.2,56.3,56.3,80.1,80.1,44.1
113.6,108.6,69.7,56.2,56.2,80.3,80.3,43.0
109.9,104.6,70.0,55.4,55.4,79.3,79.3,42.5
109.6,95.4,68.9,57.3,57.3,78.0,78.0,41.4
110.1,89.7,67.2,57.7,57.7,78.2,78.2,39.2
106.2,95.6,66.5,58.7,58.7,78.2,78.2,38.9
103.9,92.5,66.8,58.1,58.1,77.7,77.7,39.3
106.7,89.9,67.4,58.0,58.0,77.9,77.9,40.4
