elbow_collarbone_magnitude,elbow_paw_magnitude,hip_iliac_crest_magnitude,hip_knee_magnitude,knee_hip_magnitude,knee_ankle_magnitude,ankle_knee_magnitude,ankle_mtp_magnitude
130.3,107.5,66.1,66.6,66.6,111.4,111.4,123.6
128.9,116.2,62.7,66.0,66.0,100.7,100.7,111.7
129.4,112.8,63.5,66.2,66.2,104.9,104.9,116.4
