elbow_collarbone_magnitude,elbow_paw_magnitude,hip_iliac_crest_magnitude,hip_knee_magnitude,knee_hip_magnitude,knee_ankle_magnitude,ankle_knee_magnitude,ankle_mtp_magnitude
94.8,122.8,70.7,51.0,51.0,155.4,155.4,29.1
94.9,122.5,70.6,53.4,53.4,151.3,151.3,29.6
94.6,122.6,66.8,52.6,52.6,151.1,151.1,29.1
94.0,122.6,69.8,51.5,51.5,151.3,151.3,29.2
94.0,122.3,70.7,52.7,52.7,151.2,151.2,29.6
147.0,66.3,66.0,50.1,50.1,157.9,157.9,30.1
147.6,65.3,67.7,50.7,50.7,149.1,149.1,33.5
90.5,117.0,68.7,50.2,50.2,152.6,152.6,31.9
148.2,56.7,67.2,47.4,47.4,155.6,155.6,31.0
85.1,120.5,68.4,52.0,52.0,148.1,148.1,34.5
141.8,63.4,66.1,51.4,51.4,149.3,149.3,30.5
138.6,64.8,62.4,52.0,52.0,152.6,152.6,34.8
82.8,119.4,64.6,58.0,58.0,152.2,152.2,33.1
80.2,116.9,66.9,57.7,57.7,78.3,78.3,108.0
82.5,115.5,67.0,53.9,53.9,80.1,80.1,101.3
81.0,116.5,67.3,45.6,45.6,95.3,95.3,94.4
80.2,113.4,68.6,55.4,55.4,74.2,74.2,106.9
73.5,116.0,67.8,55.8,55.8,59.8,59.8,107.3
69.9,121.5,63.3,57.9,57.9,61.7,61.7,107.4
67.9,119.0,60.1,56.8,56.8,144.2,144.2,38.1
62.1,124.2,66.0,50.3,50.3,161.1,161.1,40.4
79.0,75.1,62.4,47.8,47.8,158.1,158.1,64.8
93.6,95.5,64.0,52.0,52.0,138.7,138.7,55.3
76.7,116.5,67.3,50.9,50.9,59.5,59.5,26.5
79.6,110.2,68.1,49.9,49.9,58.0,58.0,27.8
86.9,107.6,65.4,56.1,56.1,59.6,59.6,29.4
83.5,108.0,66.1,49.3,49.3,70.0,70.0,32.3
83.6,108.2,64.8,48.6,48.6,70.9,70.9,32.3
82.5,106.1,64.5,53.9,53.9,61.2,61.2,31.0
82.0,103.2,66.5,54.0,54.0,65.1,65.1,30.7
83.2,103.4,66.8,52.6,52.6,65.0,65.0,33.4
84.1,99.3,65.5,52.0,52.0,67.6,67.6,34.6
84.5,93.4,65.4,52.6,52.6,71.2,71.2,34.8
84.4,97.9,61.5,52.7,52.7,72.4,72.4,33.7
87.6,93.7,61.0,51.8,51.8,73.8,73.8,34.5
85.5,92.2,63.2,52.6,52.6,72.8,72.8,35.8
82.4,89.2,63.6,52.2,52.2,70.5,70.5,37.4
83.2,87.6,62.0,52.4,52.4,71.7,71.7,37.7
85.0,88.4,64.1,51.2,51.2,70.2,70.2,37.8
85.9,86.9,63.4,50.4,50.4,71.3,71.3,37.0
83.6,87.5,63.6,50.8,50.8,71.3,71.3,36.0
72.7,93.5,62.0,51.2,51.2,72.6,72.6,35.7
73.8,117.8,62.9,52.2,52.2,67.4,67.4,36.3
102.6,99.5,66.2,50.7,50.7,67.5,67.5,36.0
71.9,130.5,65.8,50.9,50.9,67.8,67.8,36.4
74.7,125.8,64.4,51.8,51.8,67.8,67.8,35.6
73.2,130.6,65.5,50.4,50.4,75.6,75.6,34.5
71.1,129.9,64.0,51.7,51.7,76.4,76.4,34.8
89.8,113.9,62.2,54.2,54.2,69.3,69.3,35.7
93.5,117.7,64.6,50.4,50.4,77.1,77.1,37.2
106.0,112.5,64.3,50.1,50.1,76.9,76.9,36.9
107.6,113.4,64.3,50.0,50.0,76.1,76.1,36.7
111.8,101.2,61.0,51.8,51.8,75.2,75.2,36.6
107.3,101.1,60.7,51.0,51.0,74.6,74.6,36.2
89.6,109.8,60.5,50.7,50.7,73.4,73.4,34.1
89.2,106.4,60.6,50.4,50.4,73.2,73.2,34.2
87.2,100.4,60.6,51.3,51.3,72.7,72.7,33.9
86.8,95.0,61.4,51.1,51.1,73.7,73.7,33.8
86.7,96.9,61.2,51.7,51.7,73.3,73.3,34.0
89.7,99.3,60.3,48.4,48.4,76.5,76.5,38.8
89.1,96.1,57.0,111.1,111.1,10.4,10.4,38.8
78.7,117.5,78.1,62.4,62.4,5.3,5.3,37.1
81.6,115.6,78.8,61.6,61.6,6.1,6.1,35.5
81.3,110.7,79.3,66.6,66.6,9.8,9.8,35.2
78.5,108.7,72.4,76.1,76.1,13.0,13.0,37.7
79.8,105.0,58.3,55.2,55.2,84.9,84.9,39.0
80.5,101.4,57.3,54.6,54.6,79.2,79.2,41.8
82.9,99.1,57.3,53.5,53.5,80.8,80.8,40.6
85.5,97.5,59.9,51.4,51.4,80.4,80.4,41.3
87.4,99.2,58.3,123.7,123.7,9.0,9.0,38.9
90.4,96.8,59.0,52.8,52.8,85.0,85.0,39.6
84.4,101.8,64.5,51.0,51.0,83.2,83.2,42.4
83.1,105.1,64.2,51.0,51.0,81.9,81.9,44.3
81.1,106.8,59.2,52.3,52.3,91.0,91.0,43.4
76.0,182.0,59.5,51.8,51.8,89.7,89.7,45.7
72.8,122.1,64.2,50.7,50.7,85.8,85.8,46.7
91.4,121.2,66.3,50.2,50.2,87.1,87.1,56.2
98.2,125.2,65.1,50.5,50.5,87.5,87.5,45.8
97.7,139.0,60.0,51.6,51.6,91.7,91.7,44.5
99.5,135.4,58.8,52.8,52.8,92.2,92.2,43.4
102.0,139.1,59.2,51.6,51.6,91.9,91.9,43.2
104.3,129.8,58.8,52.1,52.1,91.8,91.8,42.7
102.3,119.7,59.3,52.1,52.1,89.5,89.5,42.9
100.1,115.3,61.6,51.5,51.5,88.5,88.5,43.4
110.0,108.1,59.5,52.5,52.5,87.2,87.2,43.7
115.5,106.8,59.5,53.1,53.1,88.2,88.2,43.6
105.5,112.8,58.9,52.9,52.9,89.3,89.3,43.3
102.9,107.3,59.2,52.6,52.6,89.8,89.8,42.5
94.3,105.1,59.2,52.7,52.7,88.5,88.5,42.1
94.2,97.0,59.1,52.0,52.0,89.4,89.4,41.3
91.6,95.8,63.5,50.2,50.2,88.4,88.4,41.9
88.6,94.9,58.9,53.7,53.7,84.7,84.7,41.7
88.3,86.7,59.8,53.5,53.5,85.7,85.7,42.6
87.6,79.2,60.4,51.1,51.1,90.5,90.5,43.4
73.8,108.6,65.6,49.3,49.3,90.2,90.2,44.8
72.8,100.6,65.3,50.7,50.7,92.8,92.8,45.6
75.4,93.4,65.1,51.2,51.2,93.0,93.0,45.4
75.7,91.5,65.4,51.2,51.2,91.5,91.5,44.7
77.3,85.9,65.1,50.4,50.4,92.5,92.5,43.0
77.2,87.2,64.5,50.4,50.4,97.1,97.1,38.9
77.4,86.9,64.1,51.1,51.1,96.6,96.6,39.2
76.7,90.3,65.0,51.9,51.9,92.0,92.0,38.9
71.0,96.6,65.8,51.6,51.6,93.0,93.0,43.0
62.4,95.9,69.4,50.3,50.3,94.0,94.0,43.4
62.9,111.3,71.2,51.6,51.6,94.8,94.8,46.4
65.2,134.6,70.0,52.8,52.8,93.7,93.7,50.2
70.6,120.6,70.6,51.8,51.8,95.8,95.8,44.2
74.5,110.7,69.5,52.2,52.2,95.2,95.2,44.1
75.4,113.4,68.7,51.2,51.2,93.3,93.3,43.0
69.9,113.6,67.0,52.8,52.8,88.6,88.6,43.4
69.5,113.4,64.9,51.6,51.6,86.5,86.5,41.5
71.3,111.2,63.5,51.2,51.2,86.8,86.8,40.8
70.8,103.5,63.6,53.0,53.0,84.6,84.6,43.7
72.8,97.7,65.1,50.9,50.9,85.9,85.9,44.4
74.9,95.8,65.8,52.7,52.7,85.8,85.8,45.6
75.9,93.3,69.6,50.6,50.6,93.0,93.0,44.3
76.9,94.5,70.0,50.4,50.4,92.3,92.3,45.2
77.0,91.8,69.4,50.7,50.7,92.6,92.6,45.6
76.9,95.4,69.7,50.9,50.9,92.8,92.8,45.6
77.1,96.8,70.5,50.4,50.4,94.1,94.1,45.1
78.3,96.1,70.7,50.8,50.8,93.5,93.5,47.2
76.2,98.8,69.9,49.5,49.5,95.0,95.0,47.6
74.3,103.5,70.1,49.8,49.8,96.2,96.2,47.8
68.4,87.1,69.6,49.0,49.0,96.3,96.3,47.5
70.7,105.0,72.5,47.8,47.8,93.3,93.3,47.8
64.1,149.2,70.4,50.3,50.3,86.6,86.6,47.1
111.8,97.2,69.4,51.7,51.7,88.9,88.9,46.0
65.7,143.3,68.0,52.2,52.2,89.7,89.7,47.1
67.8,137.5,67.5,51.9,51.9,88.7,88.7,46.8
68.0,128.2,68.0,50.8,50.8,86.9,86.9,48.0
91.0,99.2,67.0,50.8,50.8,85.4,85.4,48.8
90.7,112.5,66.4,51.7,51.7,84.0,84.0,47.0
91.0,115.1,65.7,52.2,52.2,83.7,83.7,45.4
92.1,109.4,63.4,51.7,51.7,82.4,82.4,45.1
89.9,100.4,65.4,51.3,51.3,82.7,82.7,45.3
89.8,98.9,62.1,52.1,52.1,81.8,81.8,44.9
90.1,94.7,60.1,52.1,52.1,81.8,81.8,44.4
92.2,88.9,58.8,49.8,49.8,87.5,87.5,43.7
87.1,90.2,57.8,49.6,49.6,88.3,88.3,43.3
90.4,89.8,57.4,50.4,50.4,87.9,87.9,43.6
91.0,85.2,59.2,51.1,51.1,86.2,86.2,44.1
74.6,114.1,59.3,51.6,51.6,85.8,85.8,47.4
92.6,78.2,62.5,53.8,53.8,83.0,83.0,47.0
75.5,107.4,64.3,50.8,50.8,88.9,88.9,46.8
77.6,111.9,63.9,51.9,51.9,90.5,90.5,46.8
75.5,125.9,64.1,52.2,52.2,91.4,91.4,46.2
103.5,103.8,63.5,52.0,52.0,90.8,90.8,46.7
103.7,100.3,62.7,52.0,52.0,89.4,89.4,46.9
100.3,109.0,58.6,56.1,56.1,84.0,84.0,48.6
123.8,85.9,58.6,56.6,56.6,82.5,82.5,48.4
104.4,101.1,57.7,49.4,49.4,93.6,93.6,46.8
112.4,95.6,58.5,49.4,49.4,92.4,92.4,43.7
111.2,93.1,57.3,56.1,56.1,81.6,81.6,43.2
107.4,90.0,57.0,56.3,56.3,81.8,81.8,42.9
110.2,103.6,57.2,56.0,56.0,82.2,82.2,42.6
109.9,107.1,54.8,55.9,55.9,86.3,86.3,42.7
96.3,113.2,52.8,56.2,56.2,85.2,85.2,42.5
96.2,117.4,53.9,54.0,54.0,84.0,84.0,42.3
112.1,102.0,57.1,50.9,50.9,83.2,83.2,41.6
97.9,112.5,53.6,53.3,53.3,83.4,83.4,41.5
76.2,130.6,52.9,53.8,53.8,83.4,83.4,41.5
80.9,119.9,53.1,54.9,54.9,83.4,83.4,41.5
94.8,87.9,51.7,58.7,58.7,76.1,76.1,42.1
92.1,86.1,52.5,53.6,53.6,88.2,88.2,41.0
90.3,84.1,54.8,50.8,50.8,99.6,99.6,44.5
88.4,81.3,58.4,53.5,53.5,87.4,87.4,47.4
73.6,103.3,61.9,51.8,51.8,81.3,81.3,48.3
74.6,97.7,62.7,51.5,51.5,82.0,82.0,48.0
75.4,98.4,62.9,51.7,51.7,82.5,82.5,47.5
77.0,93.4,63.1,58.8,58.8,73.3,73.3,48.0
81.9,92.4,60.9,48.6,48.6,88.4,88.4,44.9
80.7,94.6,62.6,54.4,54.4,83.0,83.0,45.3
