elbow_collarbone_magnitude,elbow_paw_magnitude,hip_iliac_crest_magnitude,hip_knee_magnitude,knee_hip_magnitude,knee_ankle_magnitude,ankle_knee_magnitude,ankle_mtp_magnitude
94.1,319.1,62.7,45.7,45.7,81.2,81.2,80.3
95.9,318.6,62.9,45.8,45.8,81.4,81.4,80.5
96.2,318.9,63.2,45.5,45.5,80.8,80.8,80.4
96.3,319.5,63.3,44.6,44.6,80.6,80.6,80.5
96.3,319.6,64.3,45.2,45.2,85.9,85.9,83.5
95.9,319.6,64.8,45.8,45.8,81.7,81.7,80.3
96.0,319.5,64.4,45.5,45.5,80.5,80.5,79.8
96.1,319.7,64.0,45.2,45.2,80.7,80.7,80.3
97.0,117.0,64.1,44.3,44.3,93.2,93.2,88.8
94.3,325.7,63.9,43.3,43.3,92.4,92.4,96.6
94.0,116.4,59.9,53.6,53.6,97.1,97.1,101.3
87.0,331.7,60.7,55.2,55.2,94.0,94.0,87.9
86.3,115.3,61.1,64.5,64.5,93.9,93.9,88.3
90.3,114.2,58.3,77.3,77.3,91.4,91.4,71.1
91.6,111.1,61.1,54.1,54.1,93.2,93.2,71.4
89.8,109.4,58.4,58.0,58.0,91.7,91.7,69.9
85.2,330.6,58.0,57.3,57.3,88.8,88.8,61.6
86.2,328.5,59.1,57.7,57.7,89.0,89.0,58.8
85.7,327.6,58.2,57.9,57.9,88.1,88.1,50.9
82.7,105.4,54.5,60.8,60.8,84.5,84.5,39.8
83.0,102.7,56.1,56.4,56.4,82.1,82.1,39.2
85.0,103.9,55.0,57.1,57.1,84.2,84.2,37.9
86.1,102.2,53.0,59.7,59.7,89.3,89.3,32.6
79.9,112.4,53.8,62.8,62.8,94.4,94.4,30.4
79.8,111.7,55.8,55.3,55.3,87.3,87.3,27.8
85.8,108.2,55.1,58.3,58.3,83.7,83.7,31.9
90.4,108.8,55.4,53.7,53.7,83.5,83.5,30.8
89.3,110.1,56.4,57.3,57.3,84.0,84.0,34.4
84.0,118.5,57.9,55.8,55.8,88.4,88.4,36.2
83.8,118.0,55.7,56.2,56.2,89.1,89.1,37.6
84.4,121.6,57.7,54.7,54.7,85.5,85.5,43.0
87.0,123.5,58.6,55.1,55.1,85.5,85.5,46.6
87.4,123.1,61.3,53.6,53.6,86.1,86.1,48.8
91.6,113.6,60.3,56.1,56.1,87.0,87.0,53.7
83.9,97.9,63.8,52.7,52.7,89.4,89.4,56.6
76.1,95.6,64.7,57.1,57.1,92.9,92.9,55.7
81.0,114.2,64.6,57.1,57.1,93.2,93.2,62.3
88.7,122.1,64.5,56.6,56.6,91.0,91.0,63.4
93.2,118.2,64.1,55.6,55.6,93.4,93.4,62.1
89.2,122.3,63.0,55.1,55.1,91.0,91.0,62.1
88.3,119.0,59.9,54.2,54.2,90.6,90.6,61.9
85.3,121.9,59.4,54.0,54.0,90.6,90.6,65.9
87.6,120.4,57.9,53.7,53.7,88.4,88.4,65.4
84.3,118.9,56.3,51.5,51.5,88.8,88.8,60.2
87.0,119.0,56.7,49.3,49.3,94.8,94.8,57.4
87.3,114.9,57.1,50.1,50.1,89.9,89.9,59.8
89.6,114.2,57.2,52.2,52.2,96.7,96.7,58.2
90.7,111.4,57.1,50.3,50.3,93.6,93.6,58.5
92.9,111.3,56.0,49.9,49.9,97.3,97.3,62.1
97.3,106.3,59.9,48.6,48.6,98.4,98.4,60.4
97.0,106.7,61.0,51.9,51.9,98.4,98.4,57.0
96.1,107.0,62.1,54.6,54.6,96.4,96.4,63.0
89.4,116.7,59.6,55.7,55.7,94.8,94.8,63.9
89.1,121.5,60.3,55.1,55.1,93.2,93.2,64.3
88.8,121.8,60.7,52.3,52.3,88.9,88.9,67.5
88.6,122.5,61.8,52.5,52.5,88.0,88.0,66.5
88.6,124.5,61.8,53.3,53.3,89.4,89.4,65.5
86.8,125.4,61.0,52.4,52.4,89.3,89.3,66.1
86.9,126.3,60.6,51.9,51.9,88.7,88.7,66.5
86.3,130.9,61.0,53.8,53.8,89.0,89.0,66.7
86.1,132.0,61.7,47.1,47.1,91.1,91.1,66.7
84.5,134.8,61.5,48.2,48.2,91.6,91.6,66.7
